Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.9285        -330.8089    -334.2004       3.3916   359.4
0.9290        -330.7970    -334.2095       3.4125   361.6
0.9295        -330.7859    -334.2153       3.4294   363.4
0.9300        -330.7748    -334.2181       3.4433   364.9
0.9305        -330.7638    -334.2176       3.4538   366.0
0.9310        -330.7534    -334.2125       3.4591   366.6
0.9315        -330.7430    -334.1983       3.4553   366.2
0.9320        -330.7326    -334.1713       3.4387   364.4
0.9325        -330.7222    -334.1320       3.4098   361.4
0.9330        -330.7119    -334.0859       3.3740   357.6
0.9335        -330.7020    -334.0429       3.3409   354.1
0.9340        -330.6924    -334.0107       3.3183   351.7
0.9345        -330.6829    -333.9947       3.3118   351.0
0.9350        -330.6737    -333.9996       3.3259   352.5
0.9355        -330.6647    -334.0271       3.3624   356.3
0.9360        -330.6561    -334.0750       3.4190   362.3
0.9365        -330.6475    -334.1368       3.4893   369.8
0.9370        -330.6391    -334.2040       3.5649   377.8
0.9375        -330.6308    -334.2683       3.6375   385.5
0.9380        -330.6224    -334.3236       3.7011   392.2
0.9385        -330.6148    -334.3649       3.7502   397.4
0.9390        -330.6066    -334.3889       3.7823   400.8
0.9395        -330.5998    -334.4018       3.8020   402.9
0.9400        -330.5943    -334.4112       3.8170   404.5
0.9405        -330.5900    -334.4232       3.8331   406.2
0.9410        -330.5875    -334.4348       3.8473   407.7
0.9415        -330.5853    -334.4351       3.8498   408.0
0.9420        -330.5833    -334.4161       3.8328   406.2
0.9425        -330.5819    -334.3792       3.7973   402.4
0.9430        -330.5811    -334.3320       3.7509   397.5
0.9435        -330.5813    -334.2825       3.7013   392.2
0.9440        -330.5820    -334.2363       3.6544   387.3
0.9445        -330.5837    -334.1974       3.6137   383.0
0.9450        -330.5858    -334.1663       3.5805   379.5
0.9455        -330.5881    -334.1443       3.5562   376.9
0.9460        -330.5910    -334.1345       3.5435   375.5
0.9465        -330.5948    -334.1367       3.5419   375.4
0.9470        -330.5995    -334.1447       3.5451   375.7
0.9475        -330.6045    -334.1465       3.5420   375.4
0.9480        -330.6091    -334.1313       3.5222   373.3
0.9485        -330.6132    -334.0972       3.4840   369.2
0.9490        -330.6170    -334.0549       3.4379   364.3
0.9495        -330.6215    -334.0222       3.4007   360.4
0.9500        -330.6271    -334.0105       3.3834   358.6
0.9505        -330.6330    -334.0157       3.3827   358.5
0.9510        -330.6398    -334.0255       3.3857   358.8
0.9515        -330.6464    -334.0225       3.3761   357.8
0.9520        -330.6526    -333.9950       3.3424   354.2
0.9525        -330.6579    -333.9414       3.2835   348.0
0.9530        -330.6630    -333.8700       3.2070   339.9
0.9535        -330.6682    -333.7922       3.1239   331.1
0.9540        -330.6731    -333.7194       3.0464   322.8
0.9545        -330.6776    -333.6623       2.9847   316.3
0.9550        -330.6818    -333.6289       2.9472   312.3
0.9555        -330.6859    -333.6250       2.9391   311.5
0.9560        -330.6904    -333.6517       2.9614   313.8
0.9565        -330.6951    -333.7010       3.0059   318.6
0.9570        -330.6999    -333.7558       3.0559   323.9
0.9575        -330.7041    -333.7958       3.0917   327.7
0.9580        -330.7066    -333.8095       3.1028   328.8
0.9585        -330.7084    -333.8038       3.0954   328.0
0.9590        -330.7100    -333.7957       3.0858   327.0
0.9595        -330.7117    -333.8026       3.0909   327.6
0.9600        -330.7143    -333.8340       3.1198   330.6
0.9605        -330.7174    -333.8865       3.1691   335.9
0.9610        -330.7205    -333.9460       3.2254   341.8
0.9615        -330.7231    -333.9961       3.2730   346.9
0.9620        -330.7256    -334.0258       3.3003   349.8
0.9625        -330.7276    -334.0308       3.3032   350.1
0.9630        -330.7291    -334.0136       3.2844   348.1
0.9635        -330.7302    -333.9841       3.2538   344.8
0.9640        -330.7316    -333.9579       3.2264   341.9
0.9645        -330.7333    -333.9493       3.2160   340.8
0.9650        -330.7357    -333.9669       3.2312   342.4
0.9655        -330.7382    -334.0101       3.2719   346.7
0.9660        -330.7416    -334.0692       3.3276   352.7
0.9665        -330.7450    -334.1264       3.3815   358.4
0.9670        -330.7482    -334.1651       3.4168   362.1
0.9675        -330.7501    -334.1771       3.4270   363.2
0.9680        -330.7522    -334.1720       3.4197   362.4
0.9685        -330.7549    -334.1629       3.4080   361.2
0.9690        -330.7579    -334.1601       3.4022   360.6
0.9695        -330.7612    -334.1705       3.4093   361.3
0.9700        -330.7651    -334.1944       3.4293   363.4
0.9705        -330.7695    -334.2268       3.4573   366.4
0.9710        -330.7746    -334.2592       3.4845   369.3
0.9715        -330.7797    -334.2781       3.4984   370.8
0.9720        -330.7848    -334.2748       3.4900   369.9
0.9725        -330.7896    -334.2459       3.4563   366.3
0.9730        -330.7942    -334.1948       3.4007   360.4
0.9735        -330.7985    -334.1338       3.3353   353.5
0.9740        -330.8030    -334.0798       3.2768   347.3
0.9745        -330.8082    -334.0449       3.2367   343.0
0.9750        -330.8139    -334.0318       3.2178   341.0
0.9755        -330.8202    -334.0338       3.2136   340.6
0.9760        -330.8261    -334.0368       3.2107   340.3
0.9765        -330.8315    -334.0306       3.1991   339.0
0.9770        -330.8364    -334.0133       3.1769   336.7
0.9775        -330.8410    -333.9893       3.1483   333.6
0.9780        -330.8452    -333.9654       3.1202   330.7
0.9785        -330.8492    -333.9501       3.1009   328.6
0.9790        -330.8534    -333.9506       3.0971   328.2
0.9795        -330.8576    -333.9684       3.1108   329.7
0.9800        -330.8623    -334.0015       3.1392   332.7
0.9805        -330.8668    -334.0423       3.1755   336.5
0.9810        -330.8714    -334.0808       3.2094   340.1
0.9815        -330.8758    -334.1060       3.2303   342.3
0.9820        -330.8794    -334.1109       3.2315   342.5
0.9825        -330.8827    -334.0963       3.2136   340.6
0.9830        -330.8854    -334.0715       3.1861   337.7
0.9835        -330.8883    -334.0514       3.1631   335.2
0.9840        -330.8918    -334.0463       3.1545   334.3
0.9845        -330.8955    -334.0570       3.1616   335.1
0.9850        -330.8991    -334.0780       3.1789   336.9
0.9855        -330.9026    -334.1004       3.1977   338.9
0.9860        -330.9058    -334.1174       3.2116   340.4
0.9865        -330.9087    -334.1247       3.2160   340.8
0.9870        -330.9113    -334.1223       3.2111   340.3
0.9875        -330.9134    -334.1144       3.2010   339.2
0.9880        -330.9157    -334.1079       3.1921   338.3
0.9885        -330.9181    -334.1087       3.1906   338.1
0.9890        -330.9207    -334.1215       3.2008   339.2
0.9895        -330.9238    -334.1457       3.2219   341.4
0.9900        -330.9268    -334.1737       3.2468   344.1
0.9905        -330.9302    -334.1967       3.2666   346.2
0.9910        -330.9333    -334.2063       3.2729   346.9
0.9915        -330.9362    -334.1954       3.2592   345.4
0.9920        -330.9383    -334.1641       3.2258   341.9
0.9925        -330.9403    -334.1226       3.1823   337.3
0.9930        -330.9419    -334.0826       3.1408   332.8
0.9935        -330.9439    -334.0555       3.1116   329.8
0.9940        -330.9463    -334.0450       3.0987   328.4
0.9945        -330.9486    -334.0474       3.0987   328.4
0.9950        -330.9507    -334.0558       3.1051   329.1
0.9955        -330.9528    -334.0630       3.1103   329.6
0.9960        -330.9545    -334.0627       3.1082   329.4
0.9965        -330.9556    -334.0517       3.0961   328.1
0.9970        -330.9557    -334.0319       3.0762   326.0
0.9975        -330.9557    -334.0130       3.0574   324.0
0.9980        -330.9557    -334.0065       3.0507   323.3
0.9985        -330.9559    -334.0200       3.0641   324.7
0.9990        -330.9565    -334.0543       3.0978   328.3
0.9995        -330.9569    -334.1013       3.1445   333.2
1.0000        -330.9571    -334.1507       3.1936   338.5
1.0005        -330.9572    -334.1929       3.2357   342.9
1.0010        -330.9564    -334.2220       3.2656   346.1
1.0015        -330.9555    -334.2422       3.2867   348.3
1.0020        -330.9546    -334.2620       3.3074   350.5
1.0025        -330.9541    -334.2902       3.3362   353.6
1.0030        -330.9537    -334.3317       3.3781   358.0
1.0035        -330.9539    -334.3880       3.4341   363.9
1.0040        -330.9550    -334.4539       3.4989   370.8
1.0045        -330.9562    -334.5189       3.5627   377.6
1.0050        -330.9575    -334.5728       3.6153   383.1
1.0055        -330.9592    -334.6085       3.6492   386.7
1.0060        -330.9606    -334.6247       3.6641   388.3
1.0065        -330.9623    -334.6296       3.6673   388.7
1.0070        -330.9652    -334.6339       3.6687   388.8
1.0075        -330.9689    -334.6450       3.6761   389.6
1.0080        -330.9735    -334.6636       3.6901   391.1
1.0085        -330.9790    -334.6834       3.7044   392.6
1.0090        -330.9852    -334.6946       3.7095   393.1
1.0095        -330.9919    -334.6870       3.6952   391.6
1.0100        -330.9981    -334.6543       3.6561   387.5
1.0105        -331.0047    -334.5994       3.5947   381.0
1.0110        -331.0110    -334.5317       3.5207   373.1
1.0115        -331.0180    -334.4660       3.4480   365.4
1.0120        -331.0253    -334.4143       3.3890   359.2
1.0125        -331.0330    -334.3829       3.3499   355.0
1.0130        -331.0413    -334.3712       3.3300   352.9
1.0135        -331.0501    -334.3717       3.3216   352.0
1.0140        -331.0589    -334.3699       3.3111   350.9
1.0145        -331.0672    -334.3533       3.2861   348.2
1.0150        -331.0747    -334.3171       3.2424   343.6
1.0155        -331.0817    -334.2677       3.1859   337.6
1.0160        -331.0877    -334.2212       3.1335   332.1
1.0165        -331.0942    -334.2016       3.1073   329.3
1.0170        -331.1013    -334.2231       3.1218   330.8
1.0175        -331.1096    -334.2856       3.1761   336.6
1.0180        -331.1189    -334.3716       3.2527   344.7
1.0185        -331.1280    -334.4513       3.3234   352.2
1.0190        -331.1366    -334.4984       3.3619   356.3
1.0195        -331.1446    -334.4988       3.3542   355.5
1.0200        -331.1510    -334.4549       3.3039   350.1
1.0205        -331.1571    -334.3901       3.2330   342.6
1.0210        -331.1628    -334.3347       3.1719   336.1
1.0215        -331.1695    -334.3150       3.1454   333.3
1.0220        -331.1773    -334.3393       3.1620   335.1
1.0225        -331.1859    -334.3977       3.2118   340.4
1.0230        -331.1944    -334.4683       3.2738   346.9
1.0235        -331.2028    -334.5289       3.3261   352.5
1.0240        -331.2106    -334.5650       3.3545   355.5
1.0245        -331.2178    -334.5720       3.3541   355.5
1.0250        -331.2245    -334.5566       3.3321   353.1
1.0255        -331.2310    -334.5360       3.3050   350.3
1.0260        -331.2374    -334.5297       3.2923   348.9
1.0265        -331.2448    -334.5555       3.3107   350.9
1.0270        -331.2535    -334.6185       3.3650   356.6
1.0275        -331.2634    -334.7069       3.4435   364.9
1.0280        -331.2742    -334.7959       3.5218   373.2
1.0285        -331.2850    -334.8582       3.5732   378.7
1.0290        -331.2951    -334.8746       3.5795   379.3
1.0295        -331.3046    -334.8428       3.5381   375.0
1.0300        -331.3132    -334.7798       3.4666   367.4
1.0305        -331.3220    -334.7171       3.3951   359.8
1.0310        -331.3317    -334.6834       3.3517   355.2
1.0315        -331.3430    -334.6923       3.3494   355.0
1.0320        -331.3550    -334.7366       3.3816   358.4
1.0325        -331.3673    -334.7960       3.4287   363.4
1.0330        -331.3796    -334.8497       3.4701   367.8
1.0335        -331.3919    -334.8834       3.4915   370.0
1.0340        -331.4038    -334.8898       3.4859   369.4
1.0345        -331.4154    -334.8726       3.4572   366.4
1.0350        -331.4264    -334.8451       3.4187   362.3
1.0355        -331.4374    -334.8278       3.3903   359.3
1.0360        -331.4497    -334.8398       3.3901   359.3
1.0365        -331.4627    -334.8874       3.4247   362.9
1.0370        -331.4772    -334.9653       3.4881   369.7
1.0375        -331.4924    -335.0548       3.5625   377.5
1.0380        -331.5083    -335.1326       3.6242   384.1
1.0385        -331.5243    -335.1780       3.6537   387.2
1.0390        -331.5402    -335.1807       3.6404   385.8
1.0395        -331.5554    -335.1424       3.5870   380.1
1.0400        -331.5706    -335.0797       3.5090   371.9
1.0405        -331.5861    -335.0127       3.4267   363.1
1.0410        -331.6020    -334.9571       3.3552   355.6
1.0415        -331.6186    -334.9170       3.2983   349.5
1.0420        -331.6352    -334.8862       3.2510   344.5
1.0425        -331.6513    -334.8556       3.2044   339.6
1.0430        -331.6666    -334.8183       3.1517   334.0
1.0435        -331.6815    -334.7726       3.0911   327.6
1.0440        -331.6954    -334.7210       3.0256   320.6
1.0445        -331.7085    -334.6708       2.9622   313.9
1.0450        -331.7211    -334.6309       2.9098   308.4
1.0455        -331.7332    -334.6089       2.8757   304.8
1.0460        -331.7453    -334.6094       2.8641   303.5
1.0465        -331.7573    -334.6307       2.8734   304.5
1.0470        -331.7693    -334.6653       2.8960   306.9
1.0475        -331.7809    -334.7024       2.9215   309.6
1.0480        -331.7919    -334.7323       2.9403   311.6
1.0485        -331.8026    -334.7501       2.9476   312.4
1.0490        -331.8121    -334.7583       2.9462   312.2
1.0495        -331.8216    -334.7658       2.9442   312.0
1.0500        -331.8312    -334.7788       2.9476   312.4
1.0505        -331.8406    -334.7981       2.9575   313.4
1.0510        -331.8499    -334.8198       2.9699   314.7
1.0515        -331.8588    -334.8384       2.9795   315.8
1.0520        -331.8670    -334.8496       2.9826   316.1
1.0525        -331.8748    -334.8548       2.9800   315.8
1.0530        -331.8824    -334.8571       2.9747   315.3
1.0535        -331.8893    -334.8591       2.9698   314.7
1.0540        -331.8960    -334.8655       2.9695   314.7
1.0545        -331.9019    -334.8802       2.9783   315.6
1.0550        -331.9079    -334.9110       3.0031   318.3
1.0555        -331.9140    -334.9622       3.0482   323.0
1.0560        -331.9205    -335.0320       3.1115   329.7
1.0565        -331.9276    -335.1106       3.1830   337.3
1.0570        -331.9341    -335.1821       3.2480   344.2
1.0575        -331.9407    -335.2348       3.2941   349.1
1.0580        -331.9461    -335.2624       3.3163   351.5
1.0585        -331.9516    -335.2735       3.3219   352.0
1.0590        -331.9575    -335.2818       3.3244   352.3
1.0595        -331.9633    -335.2970       3.3337   353.3
1.0600        -331.9702    -335.3234       3.3532   355.4
1.0605        -331.9773    -335.3565       3.3791   358.1
1.0610        -331.9848    -335.3878       3.4030   360.6
1.0615        -331.9921    -335.4080       3.4159   362.0
1.0620        -331.9995    -335.4114       3.4119   361.6
1.0625        -332.0066    -335.3959       3.3893   359.2
1.0630        -332.0135    -335.3641       3.3507   355.1
1.0635        -332.0202    -335.3225       3.3023   350.0
1.0640        -332.0272    -335.2810       3.2538   344.8
1.0645        -332.0343    -335.2473       3.2130   340.5
1.0650        -332.0414    -335.2255       3.1842   337.4
1.0655        -332.0487    -335.2164       3.1677   335.7
1.0660        -332.0562    -335.2157       3.1595   334.8
1.0665        -332.0633    -335.2162       3.1529   334.1
1.0670        -332.0702    -335.2133       3.1431   333.1
1.0675        -332.0764    -335.2061       3.1297   331.7
1.0680        -332.0821    -335.2003       3.1182   330.5
1.0685        -332.0880    -335.2055       3.1175   330.4
1.0690        -332.0943    -335.2270       3.1327   332.0
1.0695        -332.1006    -335.2618       3.1611   335.0
1.0700        -332.1070    -335.3025       3.1955   338.7
1.0705        -332.1129    -335.3413       3.2284   342.1
1.0710        -332.1188    -335.3742       3.2554   345.0
1.0715        -332.1241    -335.3998       3.2757   347.2
1.0720        -332.1297    -335.4220       3.2923   348.9
1.0725        -332.1354    -335.4441       3.3087   350.6
1.0730        -332.1415    -335.4681       3.3266   352.5
1.0735        -332.1478    -335.4946       3.3468   354.7
1.0740        -332.1543    -335.5238       3.3695   357.1
1.0745        -332.1608    -335.5542       3.3934   359.6
1.0750        -332.1681    -335.5833       3.4152   361.9
1.0755        -332.1754    -335.6062       3.4308   363.6
1.0760        -332.1830    -335.6195       3.4365   364.2
1.0765        -332.1903    -335.6219       3.4316   363.7
1.0770        -332.1976    -335.6181       3.4206   362.5
1.0775        -332.2049    -335.6173       3.4124   361.6
1.0780        -332.2127    -335.6288       3.4161   362.0
1.0785        -332.2219    -335.6560       3.4340   363.9
1.0790        -332.2315    -335.6906       3.4591   366.6
1.0795        -332.2413    -335.7204       3.4791   368.7
1.0800        -332.2508    -335.7356       3.4848   369.3
1.0805        -332.2604    -335.7334       3.4730   368.1
1.0810        -332.2698    -335.7165       3.4467   365.3
1.0815        -332.2795    -335.6914       3.4119   361.6
1.0820        -332.2892    -335.6647       3.3755   357.7
1.0825        -332.2994    -335.6422       3.3428   354.3
1.0830        -332.3096    -335.6247       3.3151   351.3
1.0835        -332.3195    -335.6134       3.2939   349.1
1.0840        -332.3299    -335.6100       3.2801   347.6
1.0845        -332.3406    -335.6125       3.2720   346.8
1.0850        -332.3513    -335.6132       3.2619   345.7
1.0855        -332.3619    -335.6019       3.2400   343.4
1.0860        -332.3718    -335.5729       3.2010   339.2
1.0865        -332.3809    -335.5286       3.1477   333.6
1.0870        -332.3897    -335.4790       3.0893   327.4
1.0875        -332.3984    -335.4376       3.0392   322.1
1.0880        -332.4073    -335.4142       3.0068   318.7
1.0885        -332.4164    -335.4077       2.9914   317.0
1.0890        -332.4250    -335.4108       2.9858   316.4
1.0895        -332.4330    -335.4162       2.9832   316.2
1.0900        -332.4404    -335.4220       2.9815   316.0
1.0905        -332.4474    -335.4295       2.9821   316.0
1.0910        -332.4544    -335.4389       2.9845   316.3
1.0915        -332.4611    -335.4465       2.9854   316.4
1.0920        -332.4672    -335.4481       2.9810   315.9
1.0925        -332.4726    -335.4446       2.9720   315.0
1.0930        -332.4774    -335.4416       2.9642   314.1
1.0935        -332.4822    -335.4474       2.9652   314.2
1.0940        -332.4867    -335.4688       2.9821   316.0
1.0945        -332.4916    -335.5089       3.0173   319.8
1.0950        -332.4970    -335.5638       3.0668   325.0
1.0955        -332.5019    -335.6222       3.1203   330.7
1.0960        -332.5062    -335.6750       3.1688   335.8
1.0965        -332.5109    -335.7182       3.2073   339.9
1.0970        -332.5150    -335.7497       3.2347   342.8
1.0975        -332.5187    -335.7723       3.2536   344.8
1.0980        -332.5225    -335.7912       3.2687   346.4
1.0985        -332.5269    -335.8099       3.2830   347.9
1.0990        -332.5313    -335.8278       3.2966   349.4
1.0995        -332.5355    -335.8451       3.3096   350.7
1.1000        -332.5404    -335.8618       3.3214   352.0
1.1005        -332.5446    -335.8741       3.3295   352.8
1.1010        -332.5489    -335.8807       3.3318   353.1
1.1015        -332.5538    -335.8814       3.3276   352.6
1.1020        -332.5587    -335.8749       3.3161   351.4
1.1025        -332.5632    -335.8618       3.2986   349.6
1.1030        -332.5678    -335.8475       3.2798   347.6
1.1035        -332.5724    -335.8376       3.2652   346.0
1.1040        -332.5774    -335.8358       3.2584   345.3
1.1045        -332.5822    -335.8414       3.2593   345.4
1.1050        -332.5875    -335.8514       3.2639   345.9
1.1055        -332.5925    -335.8593       3.2669   346.2
1.1060        -332.5975    -335.8620       3.2645   346.0
1.1065        -332.6022    -335.8576       3.2554   345.0
1.1070        -332.6064    -335.8490       3.2426   343.6
1.1075        -332.6111    -335.8421       3.2310   342.4
1.1080        -332.6158    -335.8394       3.2235   341.6
1.1085        -332.6209    -335.8403       3.2194   341.2
1.1090        -332.6258    -335.8390       3.2133   340.5
1.1095        -332.6307    -335.8279       3.1972   338.8
1.1100        -332.6353    -335.7978       3.1624   335.1
1.1105        -332.6395    -335.7441       3.1045   329.0
1.1110        -332.6427    -335.6686       3.0259   320.7
1.1115        -332.6453    -335.5827       2.9373   311.3
1.1120        -332.6478    -335.5016       2.8538   302.4
1.1125        -332.6503    -335.4379       2.7876   295.4
1.1130        -332.6526    -335.3969       2.7443   290.8
1.1135        -332.6551    -335.3786       2.7235   288.6
1.1140        -332.6569    -335.3750       2.7181   288.1
1.1145        -332.6585    -335.3757       2.7172   288.0
1.1150        -332.6590    -335.3696       2.7106   287.3
1.1155        -332.6587    -335.3513       2.6926   285.4
1.1160        -332.6572    -335.3211       2.6639   282.3
1.1165        -332.6547    -335.2869       2.6322   279.0
1.1170        -332.6519    -335.2614       2.6095   276.5
1.1175        -332.6485    -335.2560       2.6075   276.3
1.1180        -332.6449    -335.2782       2.6333   279.1
1.1185        -332.6411    -335.3272       2.6861   284.7
1.1190        -332.6369    -335.3948       2.7579   292.3
1.1195        -332.6322    -335.4684       2.8362   300.6
1.1200        -332.6259    -335.5348       2.9089   308.3
1.1205        -332.6193    -335.5896       2.9704   314.8
1.1210        -332.6118    -335.6319       3.0201   320.1
1.1215        -332.6036    -335.6655       3.0620   324.5
1.1220        -332.5949    -335.6980       3.1031   328.9
1.1225        -332.5862    -335.7370       3.1508   333.9
1.1230        -332.5773    -335.7882       3.2109   340.3
1.1235        -332.5690    -335.8536       3.2847   348.1
1.1240        -332.5603    -335.9291       3.3688   357.0
1.1245        -332.5524    -336.0059       3.4535   366.0
1.1250        -332.5441    -336.0692       3.5251   373.6
1.1255        -332.5351    -336.1075       3.5724   378.6
1.1260        -332.5259    -336.1177       3.5918   380.6
1.1265        -332.5168    -336.1078       3.5909   380.6
1.1270        -332.5082    -336.0924       3.5842   379.8
1.1275        -332.5008    -336.0850       3.5842   379.8
1.1280        -332.4942    -336.0897       3.5955   381.0
1.1285        -332.4885    -336.1019       3.6134   382.9
1.1290        -332.4834    -336.1086       3.6252   384.2
1.1295        -332.4779    -336.0967       3.6188   383.5
1.1300        -332.4728    -336.0629       3.5902   380.5
1.1305        -332.4675    -336.0104       3.5429   375.5
1.1310        -332.4631    -335.9497       3.4866   369.5
1.1315        -332.4592    -335.8898       3.4305   363.6
1.1320        -332.4556    -335.8372       3.3816   358.4
1.1325        -332.4523    -335.7971       3.3448   354.5
1.1330        -332.4497    -335.7718       3.3222   352.1
1.1335        -332.4469    -335.7603       3.3134   351.1
1.1340        -332.4449    -335.7591       3.3142   351.2
1.1345        -332.4427    -335.7604       3.3177   351.6
1.1350        -332.4407    -335.7559       3.3152   351.3
1.1355        -332.4382    -335.7380       3.2997   349.7
1.1360        -332.4355    -335.7049       3.2694   346.5
1.1365        -332.4325    -335.6611       3.2286   342.2
1.1370        -332.4292    -335.6181       3.1889   337.9
1.1375        -332.4262    -335.5904       3.1642   335.3
1.1380        -332.4233    -335.5864       3.1630   335.2
1.1385        -332.4213    -335.6062       3.1849   337.5
1.1390        -332.4194    -335.6391       3.2197   341.2
1.1395        -332.4172    -335.6688       3.2516   344.6
1.1400        -332.4144    -335.6822       3.2678   346.3
1.1405        -332.4115    -335.6748       3.2633   345.8
1.1410        -332.4080    -335.6493       3.2413   343.5
1.1415        -332.4041    -335.6168       3.2127   340.5
1.1420        -332.4008    -335.5918       3.1910   338.2
1.1425        -332.3976    -335.5811       3.1835   337.4
1.1430        -332.3953    -335.5848       3.1895   338.0
1.1435        -332.3926    -335.5948       3.2022   339.4
1.1440        -332.3901    -335.6018       3.2117   340.4
1.1445        -332.3872    -335.5969       3.2098   340.2
1.1450        -332.3837    -335.5765       3.1928   338.4
1.1455        -332.3796    -335.5442       3.1645   335.4
1.1460        -332.3756    -335.5104       3.1348   332.2
1.1465        -332.3715    -335.4861       3.1145   330.1
1.1470        -332.3682    -335.4772       3.1090   329.5
1.1475        -332.3649    -335.4780       3.1131   329.9
1.1480        -332.3613    -335.4775       3.1162   330.2
1.1485        -332.3574    -335.4656       3.1083   329.4
1.1490        -332.3527    -335.4367       3.0840   326.8
1.1495        -332.3473    -335.3945       3.0471   322.9
1.1500        -332.3417    -335.3501       3.0084   318.8
1.1505        -332.3360    -335.3169       2.9810   315.9
1.1510        -332.3307    -335.3039       2.9732   315.1
1.1515        -332.3255    -335.3103       2.9848   316.3
1.1520        -332.3200    -335.3306       3.0106   319.1
1.1525        -332.3141    -335.3581       3.0441   322.6
1.1530        -332.3078    -335.3862       3.0784   326.2
1.1535        -332.3012    -335.4086       3.1074   329.3
1.1540        -332.2942    -335.4200       3.1258   331.3
1.1545        -332.2872    -335.4177       3.1305   331.8
1.1550        -332.2790    -335.4023       3.1232   331.0
1.1555        -332.2710    -335.3828       3.1118   329.8
1.1560        -332.2626    -335.3691       3.1066   329.2
1.1565        -332.2549    -335.3690       3.1141   330.0
1.1570        -332.2472    -335.3797       3.1325   332.0
1.1575        -332.2394    -335.3921       3.1528   334.1
1.1580        -332.2313    -335.3971       3.1657   335.5
1.1585        -332.2223    -335.3899       3.1677   335.7
1.1590        -332.2134    -335.3745       3.1611   335.0
1.1595        -332.2040    -335.3557       3.1517   334.0
1.1600        -332.1949    -335.3414       3.1464   333.4
1.1605        -332.1861    -335.3355       3.1495   333.8
1.1610        -332.1770    -335.3374       3.1604   334.9
1.1615        -332.1675    -335.3441       3.1765   336.6
1.1620        -332.1580    -335.3548       3.1967   338.8
1.1625        -332.1485    -335.3695       3.2210   341.4
1.1630        -332.1389    -335.3871       3.2482   344.2
1.1635        -332.1293    -335.4065       3.2772   347.3
1.1640        -332.1193    -335.4250       3.3057   350.3
1.1645        -332.1093    -335.4406       3.3313   353.0
1.1650        -332.0994    -335.4518       3.3525   355.3
1.1655        -332.0892    -335.4590       3.3698   357.1
1.1660        -332.0794    -335.4641       3.3847   358.7
1.1665        -332.0697    -335.4668       3.3971   360.0
1.1670        -332.0605    -335.4664       3.4059   360.9
1.1675        -332.0517    -335.4593       3.4075   361.1
1.1680        -332.0427    -335.4413       3.3986   360.2
1.1685        -332.0334    -335.4131       3.3797   358.2
1.1690        -332.0240    -335.3807       3.3566   355.7
1.1695        -332.0154    -335.3536       3.3382   353.8
1.1700        -332.0071    -335.3362       3.3291   352.8
1.1705        -331.9991    -335.3271       3.3280   352.7
1.1710        -331.9919    -335.3196       3.3277   352.7
1.1715        -331.9846    -335.3025       3.3179   351.6
1.1720        -331.9766    -335.2670       3.2904   348.7
1.1725        -331.9682    -335.2150       3.2468   344.1
1.1730        -331.9601    -335.1556       3.1955   338.7
1.1735        -331.9519    -335.0964       3.1445   333.2
1.1740        -331.9440    -335.0446       3.1006   328.6
1.1745        -331.9358    -335.0046       3.0687   325.2
1.1750        -331.9281    -334.9807       3.0526   323.5
1.1755        -331.9202    -334.9712       3.0510   323.3
1.1760        -331.9123    -334.9701       3.0578   324.1
1.1765        -331.9041    -334.9685       3.0644   324.8
1.1770        -331.8956    -334.9581       3.0625   324.6
1.1775        -331.8860    -334.9355       3.0495   323.2
1.1780        -331.8763    -334.9068       3.0304   321.2
1.1785        -331.8663    -334.8817       3.0155   319.6
1.1790        -331.8561    -334.8710       3.0149   319.5
1.1795        -331.8469    -334.8802       3.0333   321.5
1.1800        -331.8371    -334.9039       3.0669   325.0
1.1805        -331.8273    -334.9334       3.1061   329.2
1.1810        -331.8164    -334.9580       3.1416   332.9
1.1815        -331.8049    -334.9760       3.1711   336.1
1.1820        -331.7929    -334.9904       3.1975   338.9
1.1825        -331.7807    -335.0063       3.2256   341.8
1.1830        -331.7690    -335.0297       3.2607   345.6
1.1835        -331.7571    -335.0600       3.3028   350.0
1.1840        -331.7448    -335.0951       3.3502   355.0
1.1845        -331.7332    -335.1344       3.4011   360.4
1.1850        -331.7212    -335.1710       3.4497   365.6
1.1855        -331.7095    -335.1990       3.4895   369.8
1.1860        -331.6976    -335.2124       3.5148   372.5
1.1865        -331.6859    -335.2082       3.5223   373.3
1.1870        -331.6739    -335.1886       3.5146   372.5
1.1875        -331.6624    -335.1632       3.5008   371.0
1.1880        -331.6514    -335.1436       3.4922   370.1
1.1885        -331.6413    -335.1375       3.4962   370.5
1.1890        -331.6317    -335.1446       3.5130   372.3
1.1895        -331.6229    -335.1581       3.5352   374.7
1.1900        -331.6143    -335.1662       3.5518   376.4
1.1905        -331.6055    -335.1599       3.5544   376.7
1.1910        -331.5972    -335.1366       3.5395   375.1
1.1915        -331.5885    -335.0981       3.5096   371.9
1.1920        -331.5810    -335.0518       3.4708   367.8
1.1925        -331.5734    -335.0013       3.4279   363.3
1.1930        -331.5660    -334.9522       3.3862   358.9
1.1935        -331.5589    -334.9112       3.3523   355.3
1.1940        -331.5523    -334.8848       3.3325   353.2
1.1945        -331.5462    -334.8754       3.3292   352.8
1.1950        -331.5407    -334.8780       3.3372   353.7
1.1955        -331.5353    -334.8803       3.3450   354.5
1.1960        -331.5297    -334.8699       3.3402   354.0
1.1965        -331.5231    -334.8404       3.3173   351.6
