       Step     Time          Energy         fmax
GPMin:    2 16:28:17       -4.269103        0.3174
GPMin:    3 16:28:23       -4.372444        0.1947
GPMin:    4 16:28:29       -4.402855        0.1956
GPMin:    5 16:28:37       -4.474828        0.1955
GPMin:    6 16:28:43       -4.486596        0.1532
GPMin:    7 16:28:48       -4.490960        0.1412
GPMin:    8 16:29:02       -4.520619        0.1251
GPMin:    9 16:29:08       -4.542012        0.0726
GPMin:   10 16:29:14       -4.547970        0.0754
GPMin:   11 16:29:20       -4.560498        0.0919
GPMin:   12 16:29:26       -4.572521        0.1019
GPMin:   13 16:29:33       -4.599930        0.0985
GPMin:   14 16:29:39       -4.622164        0.0935
GPMin:   15 16:29:44       -4.639910        0.0911
GPMin:   16 16:29:50       -4.658303        0.0857
GPMin:   17 16:29:55       -4.674274        0.0793
GPMin:   18 16:30:01       -4.687439        0.0744
GPMin:   19 16:30:07       -4.703323        0.0699
GPMin:   20 16:30:13       -4.716848        0.0666
GPMin:   21 16:30:19       -4.731266        0.0637
GPMin:   22 16:30:25       -4.745940        0.0608
GPMin:   23 16:30:30       -4.759640        0.0588
GPMin:   24 16:30:36       -4.774599        0.0575
GPMin:   25 16:30:41       -4.790121        0.0624
GPMin:   26 16:30:47       -4.809845        0.0687
GPMin:   27 16:30:52       -4.830055        0.0761
GPMin:   28 16:30:58       -4.855571        0.0830
GPMin:   29 16:31:03       -4.874270        0.0813
GPMin:   30 16:31:09       -4.892244        0.0761
GPMin:   31 16:31:14       -4.903987        0.0653
GPMin:   32 16:31:20       -4.912608        0.0537
GPMin:   33 16:31:24       -4.919347        0.0437
GPMin:   34 16:31:28       -4.923070        0.0381
GPMin:   35 16:31:33       -4.928278        0.0363
GPMin:   36 16:31:37       -4.929952        0.0349
GPMin:   37 16:31:42       -4.932016        0.0280
GPMin:   38 16:31:46       -4.933095        0.0179
       Step     Time          Energy         fmax
GPMin:    0 16:31:56       -3.232289        1.3226
GPMin:    1 16:32:04       -3.935111        0.6044
GPMin:    2 16:32:11       -4.188787        0.2938
GPMin:    3 16:32:18       -4.279105        0.1713
GPMin:    4 16:32:24       -4.307503        0.1588
GPMin:    5 16:32:31       -4.338207        0.1698
GPMin:    6 16:32:38       -4.343019        0.1989
GPMin:    7 16:32:44       -4.358514        0.1881
GPMin:    8 16:32:50       -4.371105        0.1865
GPMin:    9 16:32:58       -4.445818        0.3055
GPMin:   10 16:33:05       -4.465991        0.1738
GPMin:   11 16:33:21       -4.525935        0.1624
GPMin:   12 16:33:28       -4.557502        0.1328
GPMin:   13 16:33:34       -4.589737        0.1103
GPMin:   14 16:33:40       -4.621057        0.1041
GPMin:   15 16:33:46       -4.647625        0.1226
GPMin:   16 16:33:52       -4.678101        0.1206
GPMin:   17 16:33:57       -4.718303        0.1091
GPMin:   18 16:34:03       -4.755442        0.1120
GPMin:   19 16:34:09       -4.790826        0.1142
GPMin:   20 16:34:15       -4.821109        0.1088
GPMin:   21 16:34:20       -4.848557        0.0957
GPMin:   22 16:34:26       -4.872129        0.0754
GPMin:   23 16:34:31       -4.889178        0.0636
GPMin:   24 16:34:36       -4.901140        0.0619
GPMin:   25 16:34:42       -4.908934        0.0535
GPMin:   26 16:34:47       -4.915291        0.0414
GPMin:   27 16:34:52       -4.921783        0.0406
GPMin:   28 16:34:57       -4.926384        0.0393
GPMin:   29 16:35:02       -4.929270        0.0300
GPMin:   30 16:35:07       -4.931516        0.0361
GPMin:   31 16:35:12       -4.932852        0.0183
       Step     Time          Energy         fmax
GPMin:    0 16:35:22       -3.207931        0.8454
GPMin:    1 16:35:30       -3.691983        0.3789
GPMin:    2 16:35:38       -3.856132        0.1961
GPMin:    3 16:35:45       -3.909400        0.1220
GPMin:    4 16:35:51       -3.928988        0.1315
GPMin:    5 16:35:58       -3.951836        0.1459
GPMin:    6 16:36:04       -3.964934        0.1535
GPMin:    7 16:36:13       -4.107750        0.2042
GPMin:    8 16:36:22       -4.208818        0.2461
GPMin:    9 16:36:30       -4.299458        0.2418
GPMin:   10 16:36:37       -4.350757        0.2035
GPMin:   11 16:36:44       -4.378824        0.1787
GPMin:   12 16:36:52       -4.438442        0.2353
GPMin:   13 16:36:59       -4.457189        0.1460
GPMin:   14 16:37:06       -4.486140        0.1595
GPMin:   15 16:37:12       -4.504424        0.1452
GPMin:   16 16:37:19       -4.530562        0.1433
GPMin:   17 16:37:25       -4.555695        0.1374
GPMin:   18 16:37:31       -4.587663        0.1440
GPMin:   19 16:37:37       -4.617913        0.1547
GPMin:   20 16:37:43       -4.653084        0.1608
GPMin:   21 16:37:50       -4.693114        0.1528
GPMin:   22 16:37:56       -4.725148        0.1297
GPMin:   23 16:38:02       -4.754597        0.0955
GPMin:   24 16:38:07       -4.770774        0.0595
GPMin:   25 16:38:13       -4.779450        0.0467
GPMin:   26 16:38:17       -4.783608        0.0398
GPMin:   27 16:38:23       -4.788119        0.0390
GPMin:   28 16:38:28       -4.790003        0.0298
