       Step     Time          Energy         fmax
GPMin:    0 17:17:48       -3.939410        0.2334
GPMin:    1 17:17:57       -4.115052        0.2582
GPMin:    2 17:18:06       -4.272309        0.2752
GPMin:    3 17:18:14       -4.361289        0.2437
GPMin:    4 17:18:20       -4.448595        0.2128
GPMin:    5 17:18:27       -4.472964        0.1969
GPMin:    6 17:18:33       -4.511418        0.1872
GPMin:    7 17:18:40       -4.534690        0.1814
GPMin:    8 17:18:48       -4.592419        0.1464
GPMin:    9 17:18:54       -4.623277        0.1091
GPMin:   10 17:19:01       -4.647194        0.0997
GPMin:   11 17:19:08       -4.665475        0.0959
GPMin:   12 17:19:14       -4.682625        0.0747
GPMin:   13 17:19:20       -4.700557        0.0626
GPMin:   14 17:19:26       -4.716060        0.0554
GPMin:   15 17:19:32       -4.729268        0.0423
GPMin:   16 17:19:38       -4.739041        0.0411
GPMin:   17 17:19:44       -4.747694        0.0349
GPMin:   18 17:19:49       -4.754594        0.0354
GPMin:   19 17:19:54       -4.760594        0.0286
GPMin:   20 17:20:00       -4.765571        0.0270
GPMin:   21 17:20:05       -4.769760        0.0334
GPMin:   22 17:20:11       -4.774525        0.0290
GPMin:   23 17:20:17       -4.779279        0.0369
GPMin:   24 17:20:22       -4.784225        0.0402
GPMin:   25 17:20:27       -4.790618        0.0391
GPMin:   26 17:20:32       -4.798745        0.0360
GPMin:   27 17:20:37       -4.811378        0.0480
GPMin:   28 17:20:43       -4.826971        0.0617
GPMin:   29 17:20:50       -4.851996        0.0734
GPMin:   30 17:20:57       -4.877390        0.0764
GPMin:   31 17:21:03       -4.903399        0.0717
GPMin:   32 17:21:09       -4.922643        0.0556
GPMin:   33 17:21:15       -4.930322        0.0455
GPMin:   34 17:21:20       -4.931788        0.0305
GPMin:   35 17:21:25       -4.932803        0.0168
       Step     Time          Energy         fmax
GPMin:    0 17:21:36       -4.418713        0.2952
GPMin:    1 17:21:43       -4.519814        0.1324
GPMin:    2 17:21:49       -4.552741        0.1342
GPMin:    3 17:21:56       -4.594111        0.1408
GPMin:    4 17:22:03       -4.646467        0.1576
GPMin:    5 17:22:10       -4.700034        0.1556
GPMin:    6 17:22:17       -4.752333        0.1319
GPMin:    7 17:22:23       -4.804439        0.0962
GPMin:    8 17:22:28       -4.849502        0.0730
GPMin:    9 17:22:34       -4.876047        0.0516
GPMin:   10 17:22:40       -4.884440        0.0391
GPMin:   11 17:22:45       -4.886788        0.0268
GPMin:   12 17:22:51       -4.888848        0.0149
       Step     Time          Energy         fmax
GPMin:    0 17:23:05       -3.595206        0.5436
GPMin:    1 17:23:15       -3.845756        0.3141
GPMin:    2 17:23:24       -4.018765        0.3187
GPMin:    3 17:23:32       -4.132556        0.2758
GPMin:    4 17:23:39       -4.192482        0.2571
GPMin:    5 17:23:45       -4.290711        0.1893
GPMin:    6 17:23:51       -4.317570        0.1707
GPMin:    7 17:23:57       -4.394250        0.2314
GPMin:    8 17:24:03       -4.441209        0.2263
GPMin:    9 17:24:10       -4.496041        0.2047
GPMin:   10 17:24:16       -4.548407        0.1843
GPMin:   11 17:24:22       -4.604234        0.1550
GPMin:   12 17:24:29       -4.655929        0.1376
GPMin:   13 17:24:35       -4.690145        0.1328
GPMin:   14 17:24:41       -4.712583        0.1319
GPMin:   15 17:24:47       -4.739479        0.1264
GPMin:   16 17:24:53       -4.770550        0.1130
GPMin:   17 17:24:59       -4.802489        0.0954
GPMin:   18 17:25:05       -4.828815        0.0812
GPMin:   19 17:25:10       -4.849770        0.0710
GPMin:   20 17:25:16       -4.865368        0.0538
GPMin:   21 17:25:21       -4.875298        0.0417
GPMin:   22 17:25:26       -4.880726        0.0378
GPMin:   23 17:25:31       -4.885184        0.0329
GPMin:   24 17:25:37       -4.887686        0.0242
GPMin:   25 17:25:42       -4.888785        0.0169
       Step     Time          Energy         fmax
GPMin:    0 17:25:52       -4.564374        0.2696
GPMin:    1 17:25:58       -4.705747        0.1548
GPMin:    2 17:26:05       -4.783726        0.1125
GPMin:    3 17:26:12       -4.824855        0.0705
GPMin:    4 17:26:18       -4.843390        0.0583
GPMin:    5 17:26:24       -4.856745        0.0510
GPMin:    6 17:26:30       -4.872621        0.0433
GPMin:    7 17:26:37       -4.882910        0.0366
GPMin:    8 17:26:43       -4.886686        0.0289
GPMin:    9 17:26:48       -4.888714        0.0174
       Step     Time          Energy         fmax
GPMin:    0 17:26:58       -4.382576        0.2108
GPMin:    1 17:27:05       -4.451651        0.1088
GPMin:    2 17:27:12       -4.454398        0.0785
GPMin:    3 17:27:18       -4.464759        0.0241
GPMin:    4 17:27:24       -4.464835        0.0235
GPMin:    5 17:27:29       -4.466428        0.0074
       Step     Time          Energy         fmax
